Notion	Philosophe	Idée
Langage	Foucault	<i>L’Ordre du discours</i> est la leçon inaugurale de Foucault au Collège de France. Il y énonce l’hypothèse qui animera ses recherches et ses cours. En l’occurrence, il se propose d’identifier les procédures de contrôle et de restriction par lesquelles une société limite ce qui est dicible.
Langage	Freud	Dans <i>Métapsychologie</i>, Freud compare l’inconscient à une écriture hiéroglyphique, faite d’images et de symboles énigmatiques, qu’il s’agit, pour l’analyste, de traduire en langage clair. Mais le modèle de la traduction, avertit Freud dans L’Interprétation du rêve, trouve ses limites dans la mesure où le symbole n’est qu’une présentation indirecte du contenu qu’il transmet.
Langage	Hegel	C'est dans le mot que nous pensons. Seul le mot donne à la pensée une existence effective, en unissant intériorité et extériorité. Ce que l'on ne peut exprimer n'est pas, ou pas encore, une pensée.
Langage	Hegel	Le langage conditionne la pensée
Langage	Klemperer	Si le langage conditionne la pensée, c’est d’abord dans la mesure où le langage implique certains usages, certaines formules légitimées par leur circulation sociale. Si une façon de parler s’impose, c’est une certaine façon de penser qui s’impose avec elle. Klemperer étudie en particulier le cas de la langue du IIIe Reich.
Langage	Leibniz	Leibniz porte au signe, dans toute son oeuvre, un intérêt spéculatif et pratique : la perspective d’une combinatoire de signes pourrait constituer une économie de pensée qui en développerait la puissance. Dans quelle mesure est-il possible de perfectionner les opérations intellectuelles en prêtant attention aux signes, à leur fonction et à leur nature ?
Langage	Leroi-Gourhan	Langage et technique vont de pair. Créer et utiliser des symboles, créer et utiliser des outils, cela repose sur une seule et même aptitude, acquise par l'espèce humaine du fait de son développement cérébral. Ce lien entre langage et technique permet de mesurer la proximité et surtout la distance de l'homme avec les autres primates, et des primates avec d'autres animaux.
Langage	Lévi-Strauss	Dans les quatre volumes des <i>Mythologiques</i>, puis dans La Potière jalouse, Lévi-Strauss réfléchit à la signification des mythes, tout en interrogeant la nature de la signification : est-elle interne au mythe ou au mot, ou est-elle relative à la situation du mythe ou du mot au sein du système dans lequel il s’inscrit ?
Langage	Locke	La parole extériorise la pensée. Seuls les mots permettent à l'homme d'exprimer ses pensées hors de son for intérieur. La pensée du locuteur précède donc nécessairement sa parole, qui ne renvoie directement à rien d'autre qu aux idées qu il souhaite communiquer publiquement.
Langage	Mallarmé	Il faut distinguer deux usages du langage : le premier est utilitaire, le mot rend possible notre coexistence avec les autres. Le second est essentiel, et c’est cet usage qu’on retrouve dans la poésie : le mot est une idéalisation de son objet, par laquelle peut surgir la beauté purifiée de toutes les caractéristiques concrètes indésirables.
Langage	Merleau-Ponty	La pensée n'existe pas en dehors des mots. Ce qui est intérieur et préexiste au langage, ce n'est pas la pensée, c'est encore le langage. Chaque nouvelle expression combine de façon originale le matériau linguistique dont nous sommes tissés. La pensée est ainsi le sens, le mouvement de la parole, et non son intention préalable. Le langage est lui-même un être, et non un moyen de communication.
Langage	Merleau-Ponty	Objet d’étude privilégié des sciences du langage, la notion d’expression pose problème. Merleau-Ponty en propose une analyse, qui renvoie au lien problématique entre la parole et la pensée : la langue que je parle n’est-elle pas simultanément comprise par tous, et pourtant inventive, y compris pour moi, en chacune de ses occurrences ?
Langage	Mill	 Les noms sont-ils, à proprement parler, les noms des choses ou les noms des idées que nous avons des choses ? : telle est la question qui commande le début du Système de logique. Il est en effet indispensable de connaître la valeur des mots pour connaître la valeur des propositions, et celle des propositions pour connaître la valeur des arguments et des raisonnements. C’est dans ce contexte que Mill distingue la dénotation des noms, leur sens littéral, de leur signification.
Langage	Montaigne	La communication n'est pas le propre de l'homme. La communication animale est universelle et naturelle. Les humains eux-mêmes peuvent avoir toutes sortes d'échanges sans recourir au langage verbal, qui n'est qu un type particulier de langage, nécessitant pour sa part une éducation.
Langage	Nietzsche	La vérité s’énonce, ce qui implique un rapport nécessaire de la vérité au langage. Mais le langage et les mots sont-ils des matériaux adaptés pour l’homme de la vérité, le chercheur, le philosophe ?
Langage	Occam	Les langues ne renvoient aux choses que par l'intermédiaire d'un langage mental. Les termes écrits et parlés d'une langue ne font que symboliser par convention les termes d'un langage mental universel, langage de la pensée dont les concepts sont signes naturels des choses. Il est inutile d'accorder à ces concepts, aux idées générales, d'autre existence que mentale : seules les choses singulières existent en dehors de l'esprit.
Langage	Occam	Si la structure de la Somme de logique reproduit celle de l’Organon d’Aristote, Occam ne se contente pas de répéter la pensée du Philosophe. Ainsi propose-t-il une nouvelle conception des relations entre les mots, les concepts et les choses.
Langage	Platon	Un mythe égyptien fait de Theuth l’inventeur du nombre, du calcul, de la géométrie et, surtout, de l’écriture : de la science et de la mémoire le remède a été trouvé, lui fait dire Platon dans le <i>Phèdre</i>. Mais Ammon, roi solaire et père des dieux, n’approuve pas cette invention. Le mythe de Theuth permet d’interroger les effets de l’invention de l’écriture sur les savoirs et les âmes.
Langage	Popper	Des fonctions supérieures font le langage humain. Les hommes ne font pas que communiquer, ils échangent des connaissances et des arguments. Ce sont ces fonctions supérieures qui font la spécificité du langage humain et nous ouvrent le monde de la culture, distinct de ceux de la nature et du sentiment.
Langage	Ricoeur	On oppose spontanément le dire et le faire, le discours et l’action. Ricoeur entend montrer ici les limites de cette opposition en distinguant le discours de la langue et du langage.
Langage	Ricoeur	Ricoeur a consacré une grande partie de son oeuvre à une réflexion sur la notion de texte : de l’interprétation des symboles bibliques à l’analyse de la métaphore et de la structure du récit, le philosophe donne une importance décisive au texte comme manière de structurer notre monde. Dans ce passage, il s’appuie sur l’expérience de la lecture afin de mettre en évidence la spécificité du texte écrit.
Langage	Rousseau	Le nom commun, à l'origine du concept. À l'origine des langues, il est peu probable que les noms aient été associés à des concepts déjà prêts dans l'esprit humain. On doit supposer que les premiers noms ont été des noms propres, et que c'est l'usage du langage qui a permis la formation des idées générales.
Langage	Saussure	Le signe unit arbitrairement deux éléments psychiques. La langue n'est pas liaison directe entre les mots et les choses. Elle consiste en signes, chaque signe unissant un concept abstrait (le signifié) et une sensation acoustique (le signifiant). Le signe n'est pas imposé par la nature des choses ; il est arbitraire, institué par une convention différente selon les cultures.
Langage	Wittgenstein	Le langage ne saurait exprimer une pure intériorité. Le fait que tout le monde parle de son expérience privée ne garantit en rien qu on parle de la même chose, ni même qu on parle de quelque chose.
Langage	Wittgenstein	Les jeux de langage : le sens, c'est l'usage. Si penser n'est rien d'autre qu utiliser les signes du langage, les signes eux-mêmes trouvent leur sens dans leur usage. Mais pour chaque mot, pour chaque situation, il y a un jeu différent à jouer. Loin d'être un tout uniforme, notre langage quotidien serait une famille de jeux de langage plus ou moins complexes. Les plus simples valent d'être examinés, ils nous libèrent d'anciens préjugés sur le langage et la pensée.
Langage	Zambrano	L’oeuvre de María Zambrano est traversée par une attention à la raison poétique, la capacité qu’a le langage poétique de nous rapprocher d’un rapport créateur au monde. Remontant à l’origine de la culture, la philosophe dégage les caractéristiques d’un langage rythmé et puissant, qui se distingue du bavardage moderne.
Liberté	Alain	Le fatalisme est une superstition naturelle, qui n'est ni rationnelle, ni raisonnable, au lieu qu une juste compréhension des déterminismes — c'est-à-dire de l'enchaînement des causes et des effets — permet aux hommes de prédire et d'agir.
Liberté	Arendt	La liberté est d'abord politique. Hannah Arendt montre que la liberté politique, celle qui s'exerce dans l'espace public commun, est une condition nécessaire pour que l'homme prenne conscience de sa liberté intérieure.
Liberté	Aristote	C’est au moment où s’effondre la <em>polis</em> (cité) grecque sous la pression des grands royaumes macédoniens qu’Aristote écrit <i>Les Politiques</i>. Pour le philosophe, la cité offre les conditions idéales d’une vie autarcique, indépendante du besoin. Mais son organisation pose la question de la place du pouvoir et de sa distribution : le pouvoir est-il compatible avec l’exercice, par chaque citoyen, de la liberté ?
Liberté	Aristote	La distinction entre le volontaire et l’involontaire est fondamentale pour la réflexion éthique. D’elle dépendent en effet la sévérité de nos blâmes et la force de nos éloges. Mais est-elle toujours simple à opérer ?
Liberté	Bergson	Méditation sur la relation du temps et de la subjectivité, l’<i>Essai sur les données immédiates de la conscience</i> est le premier ouvrage de Bergson. Au troisième chapitre, celui-ci aborde la question de l’acte libre. Comment décrire la liberté, en tenant compte de la temporalité essentielle à notre conscience ?
Liberté	Boétie	 Cherchons donc à comprendre, si c’est possible, comment cette opiniâtre volonté de servir s’est enracinée si profond qu’on croirait que l’amour de la liberté n’est pas si naturel. Ainsi s’étonne La Boétie de la tendance humaine à la servitude.
Liberté	Calliclès	L'homme libre est celui qui satisfait tous ses désirs. Calliclès, disciple du sophiste Gorgias, expose à Socrate sa conception de ce qui est bon selon la nature : être libre, c'est donner libre cours à ses désirs et ses passions. Les conventions morales et sociales qui brident la liberté sont une invention des faibles.
Liberté	Calliclès	Pour vivre libre et heureux, il faut vivre de façon déréglée
Liberté	Descartes	 Il n’y a que la seule volonté, que j’expérimente en moi être si grande, que je ne conçois point l’idée d’aucune autre plus ample et plus étendue, soutient Descartes dans la quatrième des six <i>Méditations métaphysiques</i>. Ce pouvoir de la volonté signifie-t-il que se déterminer sans être influencé est la forme la plus haute de liberté ?
Liberté	Descartes	La liberté consiste à pouvoir agir de façon contingente
Liberté	Descartes	La liberté de la volonté (le libre arbitre) est ce qui nous distingue des machines et des automates. Nous n'avons pas besoin de la prouver car nous en faisons une expérience immédiate et évidente.
Liberté	Diderot	Dans <i>Le Rêve de D’Alembert</i>, à travers le dialogue entre Mlle de l’Espinasse, compagne de D’Alembert, et le docteur Bordeu, Diderot expose sa conception d’un monde matériel régi par la nécessité. Au détour d’un échange surgit la question de la liberté de nos actions.
Liberté	Épictète	Le <i>Manuel</i> d’Épictète a été compilé par un de ses disciples, Arrien, et constitue un guide pour l’apprenti qui progresse vers la sagesse. Celle-ci consiste à la fois dans une connaissance adéquate du monde et dans une manière de vivre vertueuse et libre. Comment faut-il donc concevoir le monde pour devenir libre ?
Liberté	Épictète	Pour le sage stoïcien, il ne sert à rien de se révolter contre le destin, qui attribue à chacun son lot. Ce serait là la marque d'un esprit faible, qui conçoit mal ce qui est réellement en son pouvoir et ce qui ne dépend pas de lui. Notre liberté consiste en l'exercice de notre pouvoir sur ce qui dépend réellement de nous. On ne peut changer sa destinée.
Liberté	Kant	Au septième paragraphe de la <i>Critique de la raison pratique</i>, Kant soutient que la loi fondamentale de la raison pratique est : agis de telle sorte que la maxime de ta volonté puisse en même temps toujours valoir comme principe d’une législation universelle. Ce pouvoir de se donner à soi-même ses propres lois trouve son prolongement dans la distinction entre autonomie et hétéronomie.
Liberté	Kant	La reconnaissance de la force de l'impératif moral (comme celui qui nous interdit de porter un faux témoignage) nous révèle le pouvoir que nous avons de résister à tous nos penchants, y compris le désir de vivre que nous concevons comme supérieur à tous les autres : tu dois donc tu peux.
Liberté	Kant	Le débat concernant l’existence du libre arbitre est en lui-même insoluble. Une « solution » est cependant possible si l’on distingue le plan du phénomène et le plan du noumène : nous ne pouvons connaître que des phénomènes, et donc la liberté elle-même (en tant qu’objet d’intuition intellectuelle) ne saurait être l’objet de la raison théorique. Son existence peut cependant être justifiée d’un point de vue pratique.
Liberté	Kant	Se soumettre à son désir, c’est se soumettre à quelque chose d’extérieur à ma volonté (mon désir est pathologique, je le subis passivement comme constituant mon identité) : j’agis donc de façon hétéronome. La véritable liberté est autonomie : je dois me soumettre non à mon désir, mais à ma raison.
Liberté	Leibniz	 Il faut que le terme du sujet enferme toujours celui du prédicat, énonce Leibniz dans la huitième proposition du <i>Discours de métaphysique</i>. Ainsi les propriétés du triangle se déduisent-elles de la définition du triangle et les propriétés d’un corps de sa nature. Cette proposition logique implique-t-elle en dernier lieu une négation de la liberté ?
Liberté	Leibniz	Leibniz définit et distingue liberté de droit et liberté de fait, liberté de faire et liberté de vouloir.
Liberté	Locke	 Ceux qui veillent soigneusement sur leurs idées et dirigent leur pensée d’après l’évidence des choses plus que d’après le son des mots évitent bien des disputes, indique Locke au début du chapitre xxi du deuxième livre de l’<i>Essai sur l’entendement humain</i>. Les disputes sur la liberté sont-elles de ces questions vaines qui agitent un esprit incapable de s’arrêter quand il est arrivé en bout de laisse ?
Liberté	Locke	Nous voyons le meilleur et nous faisons le pire. Comme le montre l'exemple de l'ivrogne, incapable de résister à son désir de boisson, ce n'est pas le fait de savoir ce qu est le plus grand bien qui nous détermine à agir, mais l'état d'inquiétude et de manque créé par le désir et l'habitude.
Liberté	Maïmonide	L'homme fait librement le bien et le mal. Le libre arbitre a été donné aux hommes par Dieu comme un aspect essentiel de leur constitution. C'est parce que les hommes sont libres qu ils se voient soumis aux lois divines et peuvent être tenus pour responsables de leurs actes.
Liberté	Mill	Dans <i>De la liberté</i>, Mill soutient que la liberté ne saurait être garantie, dans une société politique, sans la délimitation d’une sphère privée ; cela devrait permettre à chacun de choisir, dans les limites du droit d’autrui, la manière dont il veut conduire sa vie et développer ses facultés individuelles.
Liberté	Murdoch	La liberté, une tâche minuscule et continue. Notre liberté ne réside pas dans les moments de délibération et de choix, mais dans le processus continu et imperceptible par lequel nous apprenons à mieux voir les êtres et les situations qui nous entourent.
Liberté	Nietzsche	Le libre arbitre est un « tour de passe-passe théologique », qui exprime le besoin qu’ont les faibles à punir et à juger.
Liberté	Nietzsche	Nietzsche présente le libre arbitre comme une invention des théologiens pour rendre les hommes coupables devant Dieu, et punissables par ceux qui se réclament de son autorité, les prêtres.
Liberté	Rousseau	 L’homme est né libre et partout il est dans les fers. Tel se croit le maître des autres qui ne laisse pas d’être plus esclave qu’eux, affirme Rousseau au chapitre i du Contrat social. L’ouvrage est une défense du caractère inaliénable de la liberté, qui passe par une mise en question de la légitimité de tout acte de subordination.
Liberté	Rousseau	 Pourquoi l’homme seul est-il sujet à devenir imbécile ?, demande Rousseau dans le <i>Discours sur l’origine et les fondements de l’inégalité parmi les hommes</i>. Les traits distinctifs de notre espèce révèlent-ils nos imperfections ou prouvent-ils notre liberté ?
Liberté	Rousseau	L'indépendance, le pouvoir de faire ce qui nous plaît, n'est pas une vraie liberté. Dans l'état de nature comme dans l'état de société, il n'y a pas de liberté sans lois. Il n'y a donc pas de liberté sans lois.
Liberté	Sartre	Dans la quatrième partie de <i>L’Être et le Néant</i>, Sartre soutient que l’homme est libre parce qu’il n’est pas soi mais présence à soi. L’être qui est ce qu’il est ne saurait être libre. La liberté, c’est précisément le néant qui est au coeur de l’homme. Et le philosophe de tirer cette conclusion : l’homme est tout entier et toujours libre ou il n’est pas. Comment concevoir dans ce cadre les obstacles rencontrés par l’homme ?
Liberté	Sartre	Être libre, c'est choisir qui l'on est. Choisir, c'est toujours se choisir. La liberté signifie qu il est toujours possible de se faire autre, de se choisir autre que l'on est. C'est en cela qu elle nous confronte à une forme d'angoisse fondamentale.
Liberté	Spinoza	Dans l’introduction de la troisième partie de l’<i>Éthique</i>, Spinoza critique ceux qui conçoivent l’homme dans la nature comme un empire dans un empire. Son maître ouvrage n’a été publié qu’en 1677, l’année de sa mort. Mais les contemporains de Spinoza ont pu l’interroger de son vivant sur sa conception de la liberté.
Liberté	Spinoza	Le libre arbitre est une illusion, la liberté est la connaissance des causes qui nous déterminent
Liberté	Spinoza	Les hommes ont conscience de leurs désirs mais le plus souvent sont ignorants des causes qui les déterminent. La liberté ne consiste pas dans la faculté de décider de manière arbitraire mais dans une libre nécessité, une nécessité comprise et assumée de l'intérieur. L'homme est ainsi d'autant plus libre qu il comprend les déterminations dont il est l'objet. Nous ignorons les causes qui nous déterminent.
Liberté	Tocqueville	Toute société démocratique est caractérisée par l’égalité de ses membres. Cette égalité aurait pour conséquence une indépendance croissante des individus les uns par rapport aux autres. Ce phénomène social n’engendre-t-il pas des conséquences politiques inquiétantes ?
Nature	Aristote	Aristote définit la nature comme principe d'engendrement. Elle produit les êtres naturels, qui ont en eux-mêmes leur principe constitutif, contrairement aux produits techniques qui sont façonnés de l'extérieur par l'homme.
Nature	Aristote	L’objet de la Physique est la nature (<em>physis</em>, en grec). Aristote cherche à déterminer des principes qui vaudraient pour tous les êtres naturels et qui distingueraient ces derniers des êtres artificiels. Mais n’y a-t-il pas une porosité entre ce qui est naturel et ce qui est artificiel ?
Nature	Aristote	La nature animée est régie par des fins : chaque être naturel est organisé d'une manière optimale jusque dans ses moindres parties. Cela rend la nature d'autant plus admirable et belle.
Nature	Bacon	Les sceptiques supposent les secrets de la nature impénétrables, les dogmatiques pensent y lire à livre ouvert. Récusant ces attitudes, Bacon promeut l’invention d’un nouvel instrument théorique, un <em>Novum Organum</em>, censé accroître notre empire sur la nature sans prétendre la commander. L’homme n’étend ses actions et ses connaissances qu’à mesure de ses observations ; il ne sait ni ne peut rien de plus.
Nature	Condillac	On distingue souvent l’animal de l’homme à partir de la différence entre l’instinct et la raison. Condillac montre que l’instinct suppose « un commencement de connaissance ». Dès lors, les hommes n’agissent-ils pas souvent par instinct, eux qui ne sont rien sans leurs habitudes ?
Nature	Darwin	« Supposer que l’œil, avec tous ses dispositifs inimitables », reconnaît Darwin dans <i>L’Origine des espèces</i>, « pourrait avoir été formé par sélection naturelle, semble, je l’avoue sans mal, absurde ». Les apparences, toutefois, sont trompeuses : n’est-ce pas une compréhension trop humaine de la nature qui nous empêche de reconnaître que les organes les plus complexes se forment graduellement ?
Nature	Darwin	La théorie de l'évolution, qui articule la modification aléatoire et la sélection naturelle, permet d'expliquer les phénomènes biologiques sans recourir à l'idée de finalité. Grâce à elle, Darwin relativise et explique aussi par des causes efficientes deux faits : la beauté naturelle et l'apparente perfection des êtres vivants.
Nature	De Beauvoir	Il n’existe pas de « nature féminine »
Nature	Descartes	« Je ne veux pas différer plus longtemps », annonce Descartes dans <i>Le Monde</i>, au sixième paragraphe, « à vous dire, par quel moyen la Nature seule pourra démêler la confusion du Chaos dont j’ai parlé, et quelles sont les lois que Dieu lui a imposées ».
Nature	Descartes	En opposition à Aristote, Descartes ne pose aucune différence fondamentale entre les objets naturels et techniques : tous sont constitués de la même matière et obéissent aux mêmes lois : Les choses artificielles sont elles aussi naturelles.
Nature	Descartes	L'existence de lois universelles du mouvement caractérise l'ordre naturel.
Nature	Descartes	L’homme doit devenir comme maître et possesseur de la nature
Nature	Descola	L'idée occidentale de nature est la chose du monde la moins bien partagée. L'anthropologue Philippe Descola critique le partage entre nature et culture. L'idée d'une nature définie par distinction avec l'humain n'est ni évidente ni universelle.
Nature	Diderot	Nous croyons avoir une idée claire de ce qu’est un animal. Mais savons-nous définir ce que nous croyons savoir ? Définir, c’est délimiter ; c’est regrouper dans un même genre des individus différents et, ainsi, les distinguer de ceux qui appartiennent à un autre genre. La diversité profuse du monde animal autorise-t-elle une telle délimitation ?
Nature	Diderot	Relativisant la portée des modèles mécaniques, Diderot associe un modèle chimique à l'atomisme ancien. Selon lui, la nature se constitue de petites parties élémentaires aux propriétés différentes, en nombre infini et dotées d'une énergie propre.
Nature	Fontenelle	Fontenelle propose de voir la nature comme une sorte de théâtre de machines produisant des effets parfois étonnants à partir de rouages cachés à nos regards.
Nature	Galilée	Pour Galilée, il faut étudier la nature à partir d'elle-même et de son langage mathématique, et non dans les traités antiques ou dans la Bible : La nature est écrite en langage mathématique.
Nature	Heegel	L’esprit humain récolte, sur la nature, des connaissances prolifiques en observant ses différentes manifestations. La connaissance humaine doit-elle pour autant se limiter, dans son rapport à la nature, à ces savoirs particuliers, ou développer un savoir unifié, compréhensif, de l’être de la nature ?
Nature	Jonas	La plupart des modèles moraux traditionnels de l'Occident sont anthropocentrés et se concentrent sur les devoirs des humains envers les autres humains. Hans Jonas propose un déplacement profond de l'éthique en l'étendant à un ensemble plus vaste, celui des êtres vivants partageant la nature.
Nature	Jonas	La technique moderne constitue un danger majeur pour l’existence humaine
Nature	Kant	Le devoir est toujours un devoir de l'homme envers lui-même. La philosophie pratique de Kant pose que seules les personnes, c'est-à-dire les sujets doués de raison, sont dignes de respect, car elles sont les seules à être des fins en soi. La nature se présente alors comme un objet de connaissance et comme un ensemble de moyens dont les hommes peuvent disposer à leur guise.
Nature	Kant	Le soixante-cinquième paragraphe de la <i>Critique de la faculté de juger</i> est intitulé : « Les choses en tant que fins naturelles sont des êtres organisés ». Kant y soutient que la nature s’organise « d’elle-même, et cela dans chaque espèce de ses produits organisés, selon un même exemplaire dans l’ensemble, mais cependant aussi avec des écarts convenables et exigés selon les circonstances pour l’auto-conservation de l’espèce ».
Nature	Kant	Les corps vivants présentent une organisation qui dépasse le simple mécanisme. Kant cherche ici à caractériser la spécificité des corps vivants. Cela le conduit à repérer une finalité particulière propre aux organismes, qui marque la différence avec les objets techniques.
Nature	Lévi-Strauss	Comment articuler les phénomènes culturels et naturels ? L'anthropologue et philosophe Claude Lévi-Strauss s'intéresse à la manière dont la culture prend le relais de la sélection naturelle pour constituer un niveau spécifique de détermination.
Nature	Lévi-Strauss	La parenté, la filiation ou les relations matrimoniales se situent à l’intersection – délicate à saisir – de la nature et de la société. Lévi-Strauss montre comment la prohibition de l’inceste bouscule les propriétés habituellement attribuées à la nature, d’une part, et à la règle, d’autre part.
Nature	Lucrèce	Après avoir loué Épicure, pour son effort de dissipation des ténèbres de l’ignorance et de la superstition, Lucrèce affirme que seule une explication des phénomènes naturels permet de dissiper les vaines croyances. Cette approche de la nature suppose de récuser l’idée de création <em>ex nihilo</em> et de considérer l’existence de relations déterminées entre les causes et leurs produits.
Nature	Lucrèce	Penseur atomiste, Lucrèce récuse les causes finales : la nature agit sans dessein. Il propose ainsi de concevoir la production des espèces comme une suite d'essais fortuits, détruits ou conservés par des causes aveugles : la nature agit sans plan ni but préalable.
Nature	Marc-Aurèle	Pour Marc Aurèle, la nature est ce qui nous entoure et ce à quoi il s’agit de se conformer. Elle est aussi comprise comme une providence, qui fait tout au mieux pour l’ensemble des créatures. Comment expliquer alors qu’elle soit également un flux, dans lequel toutes choses s’altèrent et disparaissent ?
Nature	Mirandole	À l’intersection de la tradition platonicienne et d’un récit biblique revisité, l'auteur Pic de la Mirandole, avec son livre <i>De la dignité de l’homme</i>, publie ce qui constitue un manifeste de la pensée humaniste de la Renaissance. La nature humaine ne saurait être réduite à une norme préétablie : n’est-elle pas une ébauche, dont l’achèvement nous revient ?
Nature	Montaigne	« La présomption est notre maladie naturelle et originelle », diagnostique Montaigne dans l’« Apologie de Raymond Sebond », réflexion consacrée en grande partie à la différence entre l’homme et les autres animaux. N’est-ce pas un amour de soi peut-être excessif qui incite l’homme à se considérer comme une exception au sein de l’ordre naturel et à s’en écarter ?
Nature	Naess	« La nature humaine est telle que, si nous atteignons une maturité assez englobante, il nous est impossible de ne pas nous identifier avec tous les êtres vivants », soutient Naess dans <i>La Réalisation de soi</i>. Cette disposition espérée de notre nature ne recèlerait-elle pas la possibilité de modes de vie préférables aux nôtres ?
Nature	Rousseau	Rousseau a consacré plusieurs moments de sa vie à l’étude de la botanique, pour laquelle il a posé les jalons d’un dictionnaire scientifique. Cette étude, dans son œuvre, est néanmoins irréductible à la seule quête de connaissance. Elle pose la question du sens de l’existence, sur le mode d’une déambulation libre et heureuse.
Nature	Schopenhauer	On peut, selon Schopenhauer, considérer l’homme de deux points de vue : ou bien comme sujet qui se représente le monde par son entendement et le contemple pour le connaître ; ou bien comme organisme traversé par des pulsions et des forces qu’il nomme « volonté ». Face à une nature hostile, ces deux dimensions n’entrent-elles pas en conflit ? Que produit ce conflit ?
Nature	Sève	Bernard Sève refuse l’idée de Jonas selon laquelle la seule façon de pousser l’humanité à la responsabilité, ce serait « l’heuristique de la peur ». La peur paralyse, et est politiquement dangereuse dans la mesure où elle pousse les peureux à se soumettre au premier Guide venu.
Raison	Aristote	Dans le livre gamma de <i>Métaphysique</i>, Aristote se donne pour objet d’étude « l’être en tant qu’être » et non pas un genre d’êtres particuliers. Comme le philosophe ne sépare pas l’étude des principes premiers de l’être des principes fondamentaux de la pensée, il est amené à poser « le principe le plus sûr de tous », « le principe de tous les autres axiomes », celui qui serait au fondement, donc, de notre rationalité.
Raison	Aristote	La logique repose sur quelques principes fondamentaux
Raison	Aristote	Nos raisonnements se fondent sur certains principes communs, c'est-à-dire sur certaines propositions qu il nous faut poser au préalable, comme les fondations d'un édifice. Le premier principe est le principe de non-contradiction : c'est le principe du raisonnement.
Raison	Avicenne	Dans <i>Le Livre de science</i>, Avicenne examine les diverses facultés que sont la sensation, l’imagination et l’intellect. Si les deux premières sont communes aux hommes et aux animaux, la faculté intellectuelle est bien le propre de l’homme et consiste à considérer un objet de manière abstraite, indépendamment de ses particularités matérielles.
Raison	Blanché	La logique garantit la validité de notre raisonnement. Mais il ne faut pas confondre validité et vérité.
Raison	Bouveresse	Si une attribution de la rationalité à un individu – « le » scientifique, par exemple – ou à un groupe – « les » scientifiques – est douteuse, faut-il pour autant en conclure que la rationalité n’est pas un concept fiable et qu’elle mériterait d’être rejetée ?
Raison	Châtelet	Émilie du Châtelet a, par ses traductions, contribué à introduire la pensée de Newton en France. Lectrice de Leibniz et de Locke, elle récapitule, dans les premières pages de ses <i>Institutions de physique</i>, les principes fondamentaux sans lesquels aucune pensée rationnelle ni aucun discours cohérent ne pourraient se développer. Ainsi l’impossible est ce qui implique contradiction, et le possible ce qui ne l’implique point. Il faut bien prendre garde que cette définition ne nous induise pas à prendre des notions trompeuses pour des notions claires : car il arrive quelquefois que nous nous formons des idées trompeuses qui nous paraissent évidentes faute d’attention, et parce que nous avons une idée de chaque terme en particulier, quoiqu’il soit impossible d’en avoir aucune de la phrase qui naît de leur combinaison.
Raison	Condorcet	Les Lumières est un mouvement philosophique né au XVIII<sup>e</sup> siècle qui considère que le progrès de la raison doit conduire à une amélioration générale de la condition humaine.
Raison	Descartes	Cette recherche d’une méthode absolument sûre et rationnelle est une nécessité quand il s’agit de chercher des vérités théoriques, mais elle n’est pas acceptable si l’on veut chercher des vérités en morale – parce qu’il faut bien vivre. Le temps de trouver celles-ci, il faut donc se contenter d’une « morale par provision » qui consiste à respecter les mœurs de son temps.
Raison	Descartes	Descartes écrit à Mersenne en 1639 que la raison est « un instinct » qui « est en nous en tant qu’hommes ». Cela implique-t-il toutefois que tous les hommes en fassent un égal usage ? La puissance de bien juger, et distinguer le vrai d’avec le faux, qui est proprement ce qu’on nomme le bon sens ou la raison, est naturellement égale en tous les hommes ; et ainsi la diversité de nos opinions ne vient pas de ce que les uns sont plus raisonnables que les autres, mais seulement de ce que nous conduisons nos pensées par diverses voies, et ne considérons pas les mêmes choses.
Raison	Descartes	Il vaut mieux ne jamais chercher la vérité que de le faire sans méthode
Raison	Descartes	Le bon sens est la chose du monde la mieux partagée. Tous les hommes possèdent à égalité la faculté de distinguer le vrai d'avec le faux, mais ils se distinguent par la manière dont ils conduisent leur pensée.
Raison	Descartes	Pour Descartes, le bon usage de notre raison passe par le fait de suivre une méthode. Il distingue quatre règles principales.
Raison	Épictète	Après une analyse consacrée au caractère illusoire du pouvoir tyrannique et à une description de l’attachement indu des hommes à de faux biens (<i>Entretiens</i>, I, xix), Épictète récapitule, dans le chapitre xx, le caractère réflexif de la raison humaine, source de toute sagesse.
Raison	Habermas	On peut décrire l’ensemble des conditions qui permettent aux hommes d’échanger pacifiquement leurs opinions : ces principes éthiques constituent « l’éthique de la discussion », qui fonde la possibilité d’une action politique commune des hommes.
Raison	Habermas	Une argumentation, une action, une personne peuvent être dites rationnelles. Qu’est-ce donc qui rend une forme de vie rationnelle ? L’œuvre de Jürgen Habermas se propose de répondre à cette question en rendant justice à l’importance de la communication dans la constitution de la rationalité. Ce qui est constitutif pour la rationalité de l’action, c’est le fait que l’acteur prévoit son action selon un plan qui implique la vérité d'une opinion, un plan en conséquence duquel l’objectif posé peut être réalisé dans des circonstances données.
Raison	Hegel	Si, comme il le note au paragraphe 447 de l’<i>Encyclopédie des sciences philosophiques</i>, un homme enfermé dans sa particularité se refuse à la « communauté de la rationalité », Hegel entend néanmoins montrer que de nombreuses réalités en apparence privées de rationalité – comme la sensation – n’en sont pas dépourvues.
